id,narrative_text,DV,SH,ST,CA,WH,OV,ipc_bns_section,evidence_notes,source
WSL_0277,"A man I matched with on a dating app has been showing up at every place I go, including work.",0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0278,A senior at college forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0279,A man I don't know found my home address and shows up unannounced.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0280,My mother-in-law locked me inside the house for days. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0281,A man I rejected on a matrimonial site found my home address and shows up unannounced.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0282,My brother-in-law broke my arm last year during a fight. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0283,My ex-boyfriend is sending death threats through anonymous email.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0284,My in-laws threatened to disown me over my relationship choice.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0285,My team lead keeps asking me to stay back late alone with him.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0286,A man at the gym tried to start inappropriate conversations repeatedly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0287,My boss hinted that my promotion depends on personal favors.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0288,My physiotherapist made inappropriate comments during a private session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0289,My tuition teacher tried to start inappropriate conversations repeatedly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0290,My husband's family hit me with a belt over a small disagreement. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0291,A man from my building keeps messaging me obsessively despite being blocked.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0292,My community are threatening to harm me over a land dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0293,My brother-in-law verbally abuses me daily in front of relatives. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0294,A guest at a party forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0295,A man I rejected on a matrimonial site sits outside my house in his car watching me.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0296,A man from my building has started waiting outside my apartment building.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0297,My ex-boyfriend sits outside my house in his car watching me.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0298,A man I rejected keeps sending me abusive explicit messages.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0299,My in-laws are threatening my life over an inheritance dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0300,My neighbor kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0301,My ex-boyfriend follows my car every day on my commute.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0302,Someone I rejected online sits outside my house in his car watching me.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0303,Someone from college is threatening to leak our private videos.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0304,My internship supervisor threatened a bad review if I didn't meet him outside work.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0305,My husband and his mother pushes and shoves me during every argument. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0306,A man I rejected on a matrimonial site keeps calling me from different numbers.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0307,A delivery man forcibly kissed me without my consent.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0308,My family forced me into an early marriage.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0309,A man I matched with online is spreading false rumors about me in group chats.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0310,An anonymous account is sending me rape threats through anonymous accounts.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0311,An anonymous account is sending death threats through anonymous email.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0312,My father-in-law beats me over small household matters. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0313,My in-laws pushes and shoves me during every argument. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0314,A stranger at the market tried to start inappropriate conversations repeatedly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0315,A senior at college exposed himself to me in public.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0316,My team lead sends me inappropriate messages on our work chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0317,An anonymous account is spreading false rumors about me in group chats.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0318,My tuition teacher touched me inappropriately and acted like nothing happened.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0319,My internship supervisor sends me inappropriate messages on our work chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0320,My manager shared inappropriate content about me in the team group chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0321,My driving instructor exposed himself to me in public.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0322,A guest at a party made suggestive comments while collecting money.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0323,My former colleague keeps sending me threatening messages after I stopped replying.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0324,A man I matched with on a dating app keeps appearing uninvited wherever I mention I'll be.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0325,My mother-in-law grabbed me by the hair and hit my head against the wall. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0326,My ex-boyfriend has been parking outside my workplace every evening.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0327,My husband controls my finances and beats me and leaked intimate photos to my family.,1,0,0,1,0,0,498A IPC / 66E IT Act,combined DV and CA,Synthetic-Template
WSL_0328,A man on the street forcibly kissed me without my consent.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0329,A stranger at the market tried to corner me and touch me against my will.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0330,My supervisor makes sexual jokes directed at me in front of the team.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0331,A senior at college tried to start inappropriate conversations repeatedly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0332,A vendor at work denied me a raise after I rejected his advances.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0333,My stepfather pushes and shoves me during every argument. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0334,A man on the bus catcalled and followed me for several blocks.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0335,A rickshaw driver exposed himself to me in public.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0336,A man I rejected on a matrimonial site tracks my location through mutual friends.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0337,A senior at college made lewd comments about my body.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0338,A man I don't know follows my car every day on my commute.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0339,A man I matched with online created a fake dating profile using my pictures.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0340,A stranger online keeps following me everywhere I go and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0341,A stranger at the market made suggestive comments while collecting money.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0342,A man I rejected tracks my location constantly and posted my photos without consent.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0343,A man I matched with on a dating app left notes on my car every day for two weeks.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0344,My mother-in-law starves me for days as punishment. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0345,My brother-in-law keeps demanding more dowry from my parents. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0346,My father-in-law controls all my money and won't let me work. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0347,Someone from college is threatening to post my private photos online.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0348,My neighbor exposed himself to me in public.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0349,My stepfather broke my arm last year during a fight.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0350,A senior colleague made inappropriate physical contact during training.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0351,A stranger online keeps sending me abusive explicit messages.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0352,A senior colleague touched my shoulder inappropriately when alone.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0353,My mother-in-law took my salary and gives me no money. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0354,My brother-in-law hits me whenever he comes home drunk. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0355,Someone from college tracks my location constantly and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0356,My mother-in-law verbally abuses me daily in front of relatives. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0357,My boss excludes me from meetings since I rejected his advances.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0358,A classmate follows my car every day on my commute.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0359,My former colleague is threatening to leak our private videos.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0360,My in-laws are threatening me over a property dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0361,A rickshaw driver made lewd comments about my body.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0362,My physiotherapist catcalled and followed me for several blocks.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0363,A man from my building left notes on my car every day for two weeks.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0364,My tuition teacher tried to corner me and touch me against my will.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0365,My community threatened to disown me over my relationship choice.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0366,My husband controls all my money and won't let me work. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0367,A senior at college pressed himself against me deliberately in a crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0368,Someone I rejected online has started waiting outside my apartment building.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0369,My brother-in-law refuses to let me leave the house without permission. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0370,My brother-in-law forced me to sign over my property documents. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0371,A man I rejected on a matrimonial site appears at my gym at the exact same time every day.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0372,My internship supervisor makes sexual jokes directed at me in front of the team.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0373,A senior at college forcibly kissed me without my consent.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0374,A classmate waits outside my house every morning.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0375,Someone from college keeps following me everywhere I go and posted my photos without consent.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0376,My mother-in-law threatens to throw me out of the house. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0377,A man at the gym made suggestive comments while collecting money.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0378,Someone from college keeps sending me threatening messages after I stopped replying.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0379,My neighbor forcibly kissed me without my consent.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0380,My neighbor keeps following me from college to my bus stop every day.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0381,A man on the bus tried to corner me and touch me against my will.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0382,My physiotherapist made sexual comments about me in front of others.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0383,My in-laws controls all my money and won't let me work. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0384,A man I rejected keeps following me everywhere I go and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0385,A man I matched with online is sending me rape threats through anonymous accounts.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0386,Someone is sending death threats through anonymous email.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0387,My husband and his mother threatens to throw me out of the house. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0388,My former colleague hacked my social media account.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0389,"A classmate has been showing up at every place I go, including work.",0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0390,A stranger at the market forcibly kissed me without my consent.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0391,An anonymous account sent me obscene images repeatedly and knows personal details about me.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0392,A man at the gym made sexual comments about me in front of others.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0393,Someone I rejected online waits outside my house every morning.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0394,My husband grabbed me by the hair and hit my head against the wall.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0395,My driving instructor made suggestive comments while collecting money.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0396,My stepfather hits me whenever he comes home drunk.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0397,Someone from college is sending me rape threats through anonymous accounts.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0398,My landlord tried to touch me before I managed to get away.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0399,My mother-in-law pushes and shoves me during every argument. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0400,A man on the street kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0401,A man from my building keeps following me from college to my bus stop every day.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0402,A man I matched with on a dating app found my home address and shows up unannounced.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0403,Someone from my past sends me sexually explicit messages despite me blocking multiple accounts.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0404,My partner controls my finances and beats me and leaked intimate photos to my family.,1,0,0,1,0,0,498A IPC / 66E IT Act,combined DV and CA,Synthetic-Template
WSL_0405,A man on the bus touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0406,A guest at a party made sexual comments about me in front of others.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0407,My stepfather starves me for days as punishment. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0408,A senior executive insists on private one-on-one meetings.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0409,A stranger online is spreading false rumors about me in group chats.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0410,My neighbor keeps messaging me obsessively despite being blocked.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0411,A man on the bus exposed himself to me in public.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0412,A senior colleague keeps making sexual jokes and threatens my job when I complain.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template
WSL_0413,Someone is spreading false rumors about me in group chats.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0414,My ex-boyfriend keeps appearing uninvited wherever I mention I'll be.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0415,My community are pressuring me into a marriage I don't want.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0416,My husband's family grabbed me by the hair and hit my head against the wall. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0417,An anonymous account sends me sexually explicit messages and knows personal details about me.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0418,A man from my building has been parking outside my workplace every evening.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0419,My husband and his mother forced me to quit my job. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0420,A man I matched with on a dating app appears at my gym at the exact same time every day.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0421,My driving instructor made lewd comments about my body.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0422,My supervisor keeps making comments implying I should be friendlier.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0423,My husband's family physically abuse me regularly and have threatened my family over an inheritance dispute.,1,0,0,0,0,1,498A IPC / case-specific,combined DV and OV,Synthetic-Template
WSL_0424,My husband burnt my hand during an argument. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0425,A rickshaw driver forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0426,My in-laws starves me for days as punishment. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0427,My ex-boyfriend hacked my social media account.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0428,A delivery man kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0429,A man I matched with online morphed my photos and circulated them in a group chat.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0430,My stepfather restricts me from speaking to my friends. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0431,A man in the metro made suggestive comments while collecting money.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0432,A man I rejected on a matrimonial site waits outside my house every morning.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0433,A man from my building follows my car every day on my commute.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0434,A senior colleague makes inappropriate comments about my appearance and threatens my job when I complain.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template
WSL_0435,Someone I rejected online has been parking outside my workplace every evening.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0436,My former colleague is sending me rape threats through anonymous accounts.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0437,A man I rejected is sending me rape threats through anonymous accounts.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0438,A coworker insists on private one-on-one meetings.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0439,My partner physically abuses me and leaked intimate photos to my family.,1,0,0,1,0,0,498A IPC / 66E IT Act,combined DV and CA,Synthetic-Template
WSL_0440,A stranger online is threatening to leak my chats unless I pay money.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0441,An anonymous account sends me sexually explicit messages and also threatened to find where I live.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template
WSL_0442,A stranger online hacked my email to message my contacts inappropriately.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
WSL_0443,Someone I rejected online found my home address and shows up unannounced.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template
WSL_0444,My in-laws are threatening honor-based violence over my marriage choice.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0445,A stranger online waits outside my house daily and also created a fake profile to message me.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0446,A rickshaw driver tried to start inappropriate conversations repeatedly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0447,A stranger online waits outside my house daily and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0448,A coworker made inappropriate physical contact during training.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0449,My supervisor excludes me from meetings since I rejected his advances.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0450,My in-laws forced me to quit my job. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0451,A man on the bus forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0452,My team lead makes sexual jokes directed at me in front of the team.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0453,My internship supervisor insists on private one-on-one meetings.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0454,My stepfather throws things at me during arguments. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0455,My relatives threw stones at my house after a dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template
WSL_0456,My mother-in-law forced me to quit my job. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0457,My in-laws broke my arm last year during a fight. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template
WSL_0458,A relative at a family function tried to corner me and touch me against my will.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template
WSL_0459,My manager threatened a bad review if I didn't meet him outside work.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template
WSL_0460,My ex tracks my location constantly and posted my photos without consent.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template
WSL_0461,A man I rejected is threatening to post my private photos online.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template
