evaluation_split,evaluation_row_id,evaluation_label_set,best_train_row_id,best_train_label_set,cosine_similarity,evaluation_text_hash,best_train_text_hash,evaluation_text_preview,best_train_text_preview
test,WSL_0682,SH,WSL_0905,SH,0.7244,8bed5f8fddb3,9f7d7c149911,a rickshaw driver catcalled and followed me for several bloc,my neighbor catcalled and followed me for several blocks.
test,WSL_0578,SH,WSL_0138,SH,0.6757,b477fdc2dd9b,f09d24791311,a man on the street made suggestive comments while collectin,my landlord made suggestive comments while collecting money.
test,WSL_0796,DV,WSL_0634,DV,0.5777,834e0ea25baf,e90790abf20d,my in-laws does not let me contact my family. this started r,my mother-in-law does not let me contact my family.
test,WSL_0086,CA,WSL_0351,CA,0.7719,e1708a2d6633,19e2689c106e,someone keeps sending me abusive explicit messages.,a stranger online keeps sending me abusive explicit messages
test,WSL_0243,CA,WSL_0866,CA,0.7461,9fa74f748629,c6465880a75a,an anonymous account is threatening to post my private photo,someone is threatening to post my private photos online.
test,WSL_0699,CA,WSL_0185,CA,0.8412,718972eed17d,debbe966a234,a man i matched with online recorded me without consent and ,a stranger online recorded me without consent and threatened
test,WSL_1007,DV,WSL_0156,ST,0.1167,6959a3bb6f9b,3316513686e2,i am writing this because i don't know who else to turn to —,a man i don't know keeps following me from college to my bus
test,WSL_0160,WH,WSL_0921,WH,0.7522,9bbb8512bddf,409eea4acf63,my team lead denied me a raise after i rejected his advances,a client denied me a raise after i rejected his advances.
test,WSL_0525,ST,WSL_0527,ST,0.7388,aba7edc55a0a,b50624c86b4a,a man i rejected on a matrimonial site keeps appearing uninv,a classmate keeps appearing uninvited wherever i mention i'l
test,WSL_0036,SH,WSL_0905,SH,0.6922,7bf93552c460,9f7d7c149911,a guest at a party catcalled and followed me for several blo,my neighbor catcalled and followed me for several blocks.
test,WSL_0541,DV,WSL_0883,DV,0.8859,d2f87def420a,d0abba8c033e,my brother-in-law drags me by the hair whenever dinner is la,my father-in-law drags me by the hair whenever dinner is lat
test,WSL_0171,ST,WSL_0904,ST,0.8074,04aca3375ab0,9c33afe21e89,a classmate found my home address and shows up unannounced.,a former colleague found my home address and shows up unanno
test,WSL_0655,CA,WSL_0351,CA,0.6827,742e94dccc22,19e2689c106e,an anonymous account keeps sending me abusive explicit messa,a stranger online keeps sending me abusive explicit messages
test,WSL_1024,SH,WSL_0023,WH,0.1274,bda78f77d157,80f2f683d431,"during my internship, a senior employee kept finding excuses",my internship supervisor touched my shoulder inappropriately
test,WSL_0990,WH,WSL_0159,WH,0.7775,142ddd306576,727194600e8a,a senior colleague keeps commenting on my appearance during ,a client keeps commenting on my appearance during meetings.
test,WSL_0979,CA,WSL_0995,CA,0.836,7b1e73d2b784,16a8a16e1392,a stranger online keeps sending me threatening messages afte,a man i matched with online keeps sending me threatening mes
test,WSL_0485,OV,WSL_0550,OV,0.7562,bff9d112dcdf,1335a3aa38fa,my landlord's men threatened to disown me over my relationsh,my family threatened to disown me over my relationship choic
test,WSL_0734,DV,WSL_0694,DV,0.8664,736aaf7c7fcd,1ae8496afafd,my husband's family keeps a knife in the house and threatens,my father-in-law keeps a knife in the house and threatens me
test,WSL_0900,OV,WSL_0550,OV,0.7977,2452e808f716,1335a3aa38fa,my relatives threatened to disown me over my relationship ch,my family threatened to disown me over my relationship choic
test,WSL_0096,ST,WSL_0358,ST,0.6659,591919f85bfa,da5cb4dbba73,a man i matched with on a dating app follows my car every da,a classmate follows my car every day on my commute.
test,WSL_0564,CA,WSL_0911,CA,0.6703,bd752782f3f6,f0f3695f5025,someone from college hacked my social media account.,a stranger online hacked my social media account.
test,WSL_0241,DV|OV,WSL_0089,DV|OV,0.8413,8070ea7dea69,411a8f05befe,my husband's family physically abuse me regularly and are th,my in-laws physically abuse me regularly and are threatening
test,WSL_0743,WH,WSL_0945,WH,0.9042,1c4aa2f10eaf,36f623dd9a50,my internship supervisor hinted that my promotion depends on,my supervisor hinted that my promotion depends on personal f
test,WSL_0864,SH|CA,WSL_0579,SH|CA,0.8195,8e6dc0df0aa3,94fc86d23056,a stranger online sent me obscene images repeatedly despite ,an anonymous account sent me obscene images repeatedly despi
test,WSL_0575,CA,WSL_0179,CA,0.8072,42072b67ffc5,ae204b24f401,a man i rejected created a fake profile using my photos to m,a stranger online created a fake profile using my photos to 
test,WSL_0691,OV,WSL_0550,OV,0.7763,00a120711382,1335a3aa38fa,a local group threatened to disown me over my relationship c,my family threatened to disown me over my relationship choic
test,WSL_0461,CA,WSL_0866,CA,0.8073,95df524232ae,c6465880a75a,a man i rejected is threatening to post my private photos on,someone is threatening to post my private photos online.
test,WSL_0892,DV,WSL_0075,DV,0.8146,5f6b38c3c2e7,44b5d5e04f41,my stepfather forced me to quit my job. this has been going ,my brother-in-law forced me to quit my job. this has been go
test,WSL_0554,SH,WSL_0645,SH,0.7094,63176a25ca1c,397fbb4a3e01,my landlord touched my hand inappropriately during a session,my neighbor touched my hand inappropriately during a session
test,WSL_0858,DV,WSL_0534,DV,0.8691,d499ca5a8386,41eeb99d34be,my husband's family threatens to take away my children if i ,my stepfather threatens to take away my children if i compla
test,WSL_1011,DV,WSL_0394,DV,0.1741,1e957eb93da1,be552d068b33,i have bruises on my arms from where my husband grabbed me d,my husband grabbed me by the hair and hit my head against th
test,WSL_0207,WH,WSL_0118,WH,0.7847,4b44b0f7a3a2,cf869509fbb2,my manager sends me inappropriate messages on our work chat.,a client sends me inappropriate messages on our work chat.
test,WSL_0393,ST,WSL_0494,ST,0.6571,7b550edb5206,099c999524cf,someone i rejected online waits outside my house every morni,my neighbor waits outside my house every morning.
test,WSL_0795,SH|CA,WSL_0778,SH|CA,0.7677,11ce90136b08,bebf00f2e207,an anonymous account made lewd comments about me publicly on,someone from my past made lewd comments about me publicly on
test,WSL_0871,SH,WSL_0223,SH,0.7214,7f71ec4d2cb9,73423997ec11,a guest at a party touched me inappropriately and acted like,my neighbor touched me inappropriately and acted like nothin
test,WSL_0398,SH,WSL_0271,SH,0.7581,3a2e23ce4c71,baae21391ac4,my landlord tried to touch me before i managed to get away.,a senior at college tried to touch me before i managed to ge
test,WSL_0767,OV,WSL_0514,OV,0.8346,ff481d1576cf,47b3db5513a5,my in-laws locked me in a room to stop me meeting someone.,my family locked me in a room to stop me meeting someone.
test,WSL_0980,SH,WSL_0670,SH,0.6757,36ced6895111,8df7ad89d434,my driving instructor groped me and disappeared into the cro,my neighbor groped me and disappeared into the crowd.
test,WSL_0218,SH,WSL_0695,SH,0.6437,f3bd2354ceca,3bdcd0e8d6de,a man in the metro made lewd comments about my body.,a delivery man made lewd comments about my body.
test,WSL_0005,ST,WSL_0045,ST,0.8001,3306f388e36f,0f3576cd6896,someone i rejected online left notes on my car every day for,a classmate left notes on my car every day for two weeks.
test,WSL_0769,SH|CA,WSL_0441,SH|CA,0.8279,79b3daff2f0b,c21ad3a98e25,a stranger online sends me sexually explicit messages and al,an anonymous account sends me sexually explicit messages and
test,WSL_0643,SH,WSL_0480,SH,0.7666,1e670e05c8b5,b9b7e2973c00,a rickshaw driver tried to corner me and touch me against my,my landlord tried to corner me and touch me against my will.
test,WSL_0462,CA,WSL_0774,CA,0.7476,5d438de42261,6c2163547350,my ex-boyfriend recorded me without consent and threatened t,a man i rejected recorded me without consent and threatened 
test,WSL_0943,CA,WSL_0829,CA,0.7834,841082c8d39e,ef4123b6351a,my ex-partner hacked my email to message my contacts inappro,someone hacked my email to message my contacts inappropriate
test,WSL_0613,SH,WSL_0621,SH,0.7382,92de54bdd1f6,5436083f4d1c,a man in the metro forced himself on me despite me saying no,a delivery man forced himself on me despite me saying no cle
test,WSL_0739,DV,WSL_0634,DV,0.5588,c4a1dad4abdf,e90790abf20d,my husband's family does not let me contact my family. i am ,my mother-in-law does not let me contact my family.
test,WSL_0961,DV,WSL_0507,DV,0.8356,cc4549492b49,c6c02e022b15,my in-laws denies me medical treatment even when injured. i ,my husband and his mother denies me medical treatment even w
test,WSL_0547,DV,WSL_0061,DV,0.92,c39e99d2de4b,54dce5b6a894,my husband drags me by the hair whenever dinner is late. it ,my husband's family drags me by the hair whenever dinner is 
test,WSL_0726,ST,WSL_0619,ST,0.7591,756368bc634f,5d604d314715,my neighbor tracks my location through mutual friends.,a classmate tracks my location through mutual friends.
test,WSL_1080,SH|CA,WSL_0817,CA,0.2004,5750fa6d7abf,fe1c0f1e14f2,an anonymous account has been sending me explicit messages f,an anonymous account keeps sending me threatening messages a
test,WSL_0684,ST|CA,WSL_0155,ST|CA,0.8683,78c4f41eb4a9,46137526b6bf,my ex keeps following me everywhere i go and also created a ,a man i rejected keeps following me everywhere i go and also
test,WSL_0099,DV,WSL_0894,DV,0.6104,2e791fc6e328,d73a8ed3c411,my husband and his mother beats me over small household matt,my husband beats me over small household matters.
test,WSL_0805,SH,WSL_0145,SH,0.6652,b885b1c7a2ef,c1d7d888b145,my physiotherapist exposed himself to me in public.,my landlord exposed himself to me in public.
test,WSL_0728,DV,WSL_0539,DV,0.7111,5fdc1ff04fed,87f19acd6dce,my husband humiliates me in front of guests every time they ,my husband's family humiliates me in front of guests every t
test,WSL_0574,ST,WSL_0758,ST,0.7389,d88d92ea9787,53cd22217329,someone i rejected online keeps calling me from different nu,a classmate keeps calling me from different numbers.
test,WSL_0407,DV,WSL_0729,DV,0.8126,56881f820285,812b4dd5b099,my stepfather starves me for days as punishment. i am scared,my husband and his mother starves me for days as punishment.
test,WSL_0503,WH,WSL_0845,WH,0.7228,aef87a0be5a9,9fbc496c704a,my internship supervisor made inappropriate physical contact,a client made inappropriate physical contact during training
test,WSL_0048,CA,WSL_0437,CA,0.8492,bdff24a708e8,197093220af0,someone is sending me rape threats through anonymous account,a man i rejected is sending me rape threats through anonymou
test,WSL_0033,ST,WSL_0746,ST,0.7974,d1fa862540ff,2586b83de19d,a former colleague sits outside my house in his car watching,a classmate sits outside my house in his car watching me.
test,WSL_0930,SH,WSL_0271,SH,0.7586,9c1c6b690431,baae21391ac4,my neighbor tried to touch me before i managed to get away.,a senior at college tried to touch me before i managed to ge
test,WSL_0780,SH|WH,WSL_0142,SH|WH,0.8446,20f5d9f7f0c0,3a36f5a4d4e1,a senior colleague makes inappropriate comments about my app,my manager makes inappropriate comments about my appearance 
test,WSL_0840,CA,WSL_0179,CA,0.853,ef7b24e9350d,ae204b24f401,a man i matched with online created a fake profile using my ,a stranger online created a fake profile using my photos to 
test,WSL_0201,DV,WSL_0345,DV,0.9169,355de2f5574a,5f8f6aeba57b,my mother-in-law keeps demanding more dowry from my parents.,my brother-in-law keeps demanding more dowry from my parents
test,WSL_0135,DV,WSL_0061,DV,0.8826,fe9cf0fbcbb9,54dce5b6a894,my stepfather drags me by the hair whenever dinner is late. ,my husband's family drags me by the hair whenever dinner is 
test,WSL_0028,SH,WSL_0138,SH,0.7355,12e68784be0d,f09d24791311,a delivery man made suggestive comments while collecting mon,my landlord made suggestive comments while collecting money.
test,WSL_1013,DV,WSL_1004,DV,0.1667,07b8fbe43506,7dd30a30b5bf,"after my husband lost his job, he started drinking heavily a","ever since i lost my job, my husband has become more control"
test,WSL_0231,SH,WSL_0480,SH,0.7517,e9aaa4c88a00,b9b7e2973c00,a senior at college tried to corner me and touch me against ,my landlord tried to corner me and touch me against my will.
test,WSL_0490,DV,WSL_0993,DV,0.6717,60231ed6b8b3,3e5d4d1cd5ee,my husband's family locked me inside the house for days.,my husband locked me inside the house for days. it happens a
test,WSL_0773,CA,WSL_0774,CA,0.7303,e7c1a7176d91,6c2163547350,an anonymous account recorded me without consent and threate,a man i rejected recorded me without consent and threatened 
test,WSL_0379,SH,WSL_0603,SH,0.6882,4fa01f2cd1fc,5791f91936e5,my neighbor forcibly kissed me without my consent.,my physiotherapist forcibly kissed me without my consent.
test,WSL_0289,SH,WSL_0935,SH,0.6667,df03151166d8,cb13381ba660,my tuition teacher tried to start inappropriate conversation,my landlord tried to start inappropriate conversations repea
test,WSL_0419,DV,WSL_0111,DV,0.5602,85dac6d73a56,903f44cafc85,my husband and his mother forced me to quit my job. this sta,my husband forced me to quit my job.
test,WSL_0675,DV,WSL_0583,DV,0.684,fc20b0e64f88,56b931002abc,my brother-in-law threatens to take away my children if i co,my mother-in-law threatens to take away my children if i com
test,WSL_0392,SH,WSL_0825,SH,0.6981,382390d2498b,3792e57a5e34,a man at the gym made sexual comments about me in front of o,a stranger at the market made sexual comments about me in fr
test,WSL_0593,CA,WSL_0911,CA,0.7155,8f8b9c1edcb2,f0f3695f5025,a man i rejected hacked my social media account.,a stranger online hacked my social media account.
test,WSL_0499,DV,WSL_0639,DV,0.5692,6f401df64be0,3665f83a34d9,my husband's family forced me to sign over my property docum,my in-laws forced me to sign over my property documents. it 
test,WSL_0139,SH,WSL_0128,SH,0.6178,23e4ac7ceb4f,8ad6e73193a6,a stranger at the market exposed himself to me in public.,a man at the gym exposed himself to me in public.
test,WSL_0063,ST,WSL_0274,ST,0.575,dcabc874f0d9,0b9351042347,a man i matched with on a dating app keeps contacting my fam,a classmate keeps contacting my family members.
test,WSL_0472,OV,WSL_0476,OV,0.7834,db41fcaee2c1,a239b615ce64,my landlord's men are threatening my life over an inheritanc,my family are threatening my life over an inheritance disput
test,WSL_0648,SH|CA,WSL_0471,SH|CA,0.8039,af03c972bf4d,283deab3c696,an anonymous account sends me sexually explicit messages des,a stranger online sends me sexually explicit messages despit
test,WSL_0129,OV,WSL_0482,OV,0.7713,913eacb3cbf7,c4cfa3b92b81,my community vandalized my shop and left a threatening note.,my in-laws vandalized my shop and left a threatening note.
test,WSL_1077,DV|CA,WSL_1084,DV|CA,0.1526,0f757baddedb,0ef8c00241c5,"my husband has been hitting me for years, and last week he t",my husband controls my finances completely and recently thre
test,WSL_0521,ST,WSL_0585,ST,0.7871,df5ac7429fb9,5f02d31d602a,a classmate has started waiting outside my apartment buildin,a former colleague has started waiting outside my apartment 
test,WSL_0839,WH,WSL_0607,WH,0.7944,88cf5c7f5a1c,ce02053fe2f6,a senior colleague shared inappropriate content about me in ,a client shared inappropriate content about me in the team g
test,WSL_1068,WH,WSL_1067,WH,0.0375,9e5ebd3f26a5,4df82c9aa2b6,"after i reported harassment, i was reassigned to a much less",i was told by a colleague that my chances of promotion would
test,WSL_0065,CA,WSL_0928,CA,0.7569,16fd7267a6a0,f34453ce9156,my ex-partner keeps sending me abusive explicit messages.,my ex-boyfriend keeps sending me abusive explicit messages.
test,WSL_0813,SH,WSL_0145,SH,0.5998,34dda193e52d,c1d7d888b145,a guest at a party exposed himself to me in public.,my landlord exposed himself to me in public.
test,WSL_0015,SH,WSL_0581,SH,0.6889,3f6f8d2abe71,b0c399a836c4,a rickshaw driver made inappropriate comments during a priva,my landlord made inappropriate comments during a private ses
test,WSL_0157,DV,WSL_0793,DV,0.8655,2099f429e733,c628ce447b35,my mother-in-law keeps a knife in the house and threatens me,my in-laws keeps a knife in the house and threatens me with 
test,WSL_0041,WH,WSL_0744,WH,0.8166,f4c4fcacd4d3,a32ba9733112,my manager keeps making comments implying i should be friend,a client keeps making comments implying i should be friendli
test,WSL_0493,ST,WSL_0904,ST,0.7439,d7b3e9ec9741,9c33afe21e89,a man from my building found my home address and shows up un,a former colleague found my home address and shows up unanno
test,WSL_0380,ST,WSL_0653,ST,0.8497,c85e7960fef6,a43fb319463d,my neighbor keeps following me from college to my bus stop e,a classmate keeps following me from college to my bus stop e
test,WSL_0188,DV,WSL_0264,DV,0.6424,e9fe9bf2fcfd,c35f2768e2bf,my brother-in-law throws things at me during arguments. i am,my mother-in-law throws things at me during arguments.
test,WSL_0764,WH,WSL_0781,WH,0.7438,7e67d550e0fc,c7eda12d50d8,my team lead excludes me from meetings since i rejected his ,a coworker excludes me from meetings since i rejected his ad
test,WSL_0217,ST|CA,WSL_0384,ST|CA,0.8188,c8555686309f,50b227887e9d,someone from college keeps following me everywhere i go and ,a man i rejected keeps following me everywhere i go and now 
test,WSL_0922,OV,WSL_0248,OV,0.7307,3c8f2ffdf9f6,b2f15acebe63,a local group are threatening me over a property dispute.,my family are threatening me over a property dispute.
test,WSL_0792,ST|CA,WSL_0984,ST|CA,0.8482,4e513332678c,7b439d3d084f,my ex keeps following me everywhere i go and posted my photo,a man i rejected keeps following me everywhere i go and post
test,WSL_0053,CA,WSL_0774,CA,0.8094,0ffd6d59cee0,6c2163547350,someone recorded me without consent and threatened to post i,a man i rejected recorded me without consent and threatened 
test,WSL_0879,OV,WSL_0972,OV,0.8553,4d74cc92760c,3bd65d665431,my in-laws are trying to evict me illegally with intimidatio,my family are trying to evict me illegally with intimidation
test,WSL_0338,ST,WSL_0358,ST,0.729,6afb3f313b8a,da5cb4dbba73,a man i don't know follows my car every day on my commute.,a classmate follows my car every day on my commute.
test,WSL_0749,ST,WSL_0962,ST,0.8134,5b8382f4ab19,2fecd4f5717d,a man i don't know appears at my gym at the exact same time ,a classmate appears at my gym at the exact same time every d
test,WSL_0720,CA,WSL_0635,CA,0.779,6cfbbfa80a4c,a40edce7b94e,my ex-partner is sending death threats through anonymous ema,a man i rejected is sending death threats through anonymous 
test,WSL_0296,ST,WSL_0585,ST,0.729,9e16d84a3f6b,5f02d31d602a,a man from my building has started waiting outside my apartm,a former colleague has started waiting outside my apartment 
test,WSL_1017,DV,WSL_1001,DV,0.1363,4e4bd2a29aa9,90865ff46e9a,"my husband's temper has gotten worse since the lockdown, and",i have been married for three years and my husband beats me 
test,WSL_0456,DV,WSL_0051,DV,0.8896,5159300d27d1,627da2cf06f4,my mother-in-law forced me to quit my job. it happens almost,my father-in-law forced me to quit my job. it happens almost
test,WSL_0816,ST|CA,WSL_0852,ST|CA,0.8572,6ca0ad81ba0a,d9e7262825a7,my ex tracks my location constantly and also created a fake ,a man i rejected tracks my location constantly and also crea
test,WSL_0270,SH,WSL_0603,SH,0.6488,9e9b285e6d1e,5791f91936e5,a rickshaw driver forcibly kissed me without my consent.,my physiotherapist forcibly kissed me without my consent.
test,WSL_0996,SH,WSL_0003,SH,0.7027,ca7296643427,eeb25fa30fcc,my driving instructor made sexual comments about me in front,my landlord made sexual comments about me in front of others
test,WSL_0202,CA,WSL_0043,CA,0.8103,11d10a819aea,e2aad3be32a7,someone is threatening to leak our private videos.,a stranger online is threatening to leak our private videos.
test,WSL_0162,CA,WSL_0911,CA,0.7918,b377ddbee548,f0f3695f5025,a man i matched with online hacked my social media account.,a stranger online hacked my social media account.
test,WSL_0730,SH,WSL_0801,SH,0.7221,3ae0e4a98485,a189e70e7b99,a man in the metro tried to touch me before i managed to get,a man on the bus tried to touch me before i managed to get a
test,WSL_0402,ST,WSL_0904,ST,0.6821,ee3c6c0c81c0,9c33afe21e89,a man i matched with on a dating app found my home address a,a former colleague found my home address and shows up unanno
test,WSL_0703,DV,WSL_0803,DV,0.8635,bc2a25c12cff,3808a7320661,my husband denies me medical treatment even when injured. th,my brother-in-law denies me medical treatment even when inju
test,WSL_0566,SH,WSL_0266,SH,0.7278,1b4e9559d3c4,6a91c78792d5,a man at the gym touched me inappropriately and acted like n,a delivery man touched me inappropriately and acted like not
test,WSL_1022,SH,WSL_0224,SH,0.1761,6930896c7123,a6362a9f601f,i was at a friend's wedding when a distant relative cornered,a relative at a family function tried to touch me before i m
test,WSL_1026,SH,WSL_0358,ST,0.2618,78407d713c4f,da5cb4dbba73,"every day on my commute, the same group of men make inapprop",a classmate follows my car every day on my commute.
test,WSL_0206,SH,WSL_0801,SH,0.749,c4af3722d1eb,a189e70e7b99,a delivery man tried to touch me before i managed to get awa,a man on the bus tried to touch me before i managed to get a
test,WSL_0035,OV,WSL_0482,OV,0.7787,3bafb396fddc,c4cfa3b92b81,my relatives vandalized my shop and left a threatening note.,my in-laws vandalized my shop and left a threatening note.
test,WSL_0776,SH,WSL_0833,SH,0.7541,ed6a70decff4,5b32f35b65ba,my landlord pressed himself against me deliberately in a cro,my neighbor pressed himself against me deliberately in a cro
test,WSL_0509,ST,WSL_0527,ST,0.8434,93901b5d3fa8,b50624c86b4a,my neighbor keeps appearing uninvited wherever i mention i'l,a classmate keeps appearing uninvited wherever i mention i'l
test,WSL_1074,OV,WSL_0515,DV|OV,0.1532,65a04fc66594,4e70780a6f5f,"since my husband's passing, distant relatives have been hara",my husband's family have been cruel to me since marriage and
test,WSL_0092,SH,WSL_0127,SH,0.6627,4eba5d11faef,ae127cceadcd,a man in the metro made inappropriate comments during a priv,a delivery man made inappropriate comments during a private 
test,WSL_0898,CA,WSL_0251,CA,0.8133,a23586aad079,5c3cd46cb18b,my ex-partner created a fake profile using my photos to mess,my ex-boyfriend created a fake profile using my photos to me
test,WSL_0565,DV,WSL_0383,DV,0.8654,f373dc519ce1,c45591301a86,my mother-in-law controls all my money and won't let me work,my in-laws controls all my money and won't let me work. i am
test,WSL_0777,ST,WSL_0746,ST,0.7596,d98439d3e002,2586b83de19d,a man i don't know sits outside my house in his car watching,a classmate sits outside my house in his car watching me.
test,WSL_0242,WH,WSL_0921,WH,0.7887,e06d92f1fe1e,409eea4acf63,my manager denied me a raise after i rejected his advances.,a client denied me a raise after i rejected his advances.
test,WSL_0014,ST,WSL_0494,ST,0.6675,ae0790e8f08d,099c999524cf,my ex-boyfriend waits outside my house every morning.,my neighbor waits outside my house every morning.
test,WSL_0316,WH,WSL_0118,WH,0.7477,a2fecbf5b614,cf869509fbb2,my team lead sends me inappropriate messages on our work cha,a client sends me inappropriate messages on our work chat.
test,WSL_0601,ST,WSL_0653,ST,0.729,ed6212f631d2,a43fb319463d,a man i matched with on a dating app keeps following me from,a classmate keeps following me from college to my bus stop e
test,WSL_0388,CA,WSL_0911,CA,0.6665,573d8404bf5d,f0f3695f5025,my former colleague hacked my social media account.,a stranger online hacked my social media account.
test,WSL_0167,DV,WSL_0519,DV,0.82,fd025e21c7d6,ffd35e93d1da,my husband and his mother drags me by the hair whenever dinn,my in-laws drags me by the hair whenever dinner is late. it 
test,WSL_0841,ST|CA,WSL_0384,ST|CA,0.8545,73c339e9ac78,50b227887e9d,my ex keeps following me everywhere i go and now sends me th,a man i rejected keeps following me everywhere i go and now 
test,WSL_0021,WH,WSL_0797,WH,0.8123,6584b12e66bd,b77d7a358d72,my manager insists on private one-on-one meetings.,a client insists on private one-on-one meetings.
test,WSL_0647,ST,WSL_0045,ST,0.814,1b476f7b9774,0f3576cd6896,my ex-boyfriend left notes on my car every day for two weeks,a classmate left notes on my car every day for two weeks.
test,WSL_0832,WH,WSL_0352,WH,0.7273,a93bd5072c88,58deebcc3837,a senior executive touched my shoulder inappropriately when ,a senior colleague touched my shoulder inappropriately when 
test,WSL_0563,ST,WSL_0389,ST,0.7738,37229a9eb770,76b8b6ff368e,a man i rejected on a matrimonial site has been showing up a,"a classmate has been showing up at every place i go, includi"
test,WSL_1062,WH,WSL_0838,OV,0.1387,6f3ee6415387,871498f46e08,i filed a complaint with hr about a coworker's behavior mont,a local group ostracized my family after i filed a complaint
test,WSL_0687,SH|WH,WSL_0080,SH|WH,0.8313,6d9be075319a,fb6af5eb411f,my manager keeps making sexual jokes in front of the entire ,my supervisor keeps making sexual jokes in front of the enti
test,WSL_0958,SH,WSL_0502,SH,0.7427,bfaa58283135,366f6b751297,a stranger at the market tried to touch me before i managed ,a man at the gym tried to touch me before i managed to get a
test,WSL_0190,ST,WSL_0274,ST,0.658,b266f6abe4a5,0b9351042347,a man from my building keeps contacting my family members.,a classmate keeps contacting my family members.
test,WSL_0976,CA,WSL_0043,CA,0.7794,a5280d576fcc,e2aad3be32a7,a man i rejected is threatening to leak our private videos.,a stranger online is threatening to leak our private videos.
test,WSL_0700,SH,WSL_0405,SH,0.7366,10c5e58c0018,1e9e456443dc,a man on the street touched my hand inappropriately during a,a man on the bus touched my hand inappropriately during a se
test,WSL_0511,WH,WSL_0607,WH,0.8217,5059afb3b485,ce02053fe2f6,a coworker shared inappropriate content about me in the team,a client shared inappropriate content about me in the team g
test,WSL_0475,DV|CA,WSL_0788,DV|CA,0.8308,67dc9c5b1f11,f84ab0c859b9,my husband physically abuses me and threatened to post my pr,my partner physically abuses me and threatened to post my pr
test,WSL_0857,SH,WSL_0428,SH,0.6544,165039aded77,7dbbba589d1f,a man in the metro kept staring and making explicit comments,a delivery man kept staring and making explicit comments.
test,WSL_0748,DV,WSL_0531,DV,0.7358,ab45aec48e09,dfc80061f7ca,my father-in-law humiliates me in front of guests every time,my mother-in-law humiliates me in front of guests every time
test,WSL_0253,SH,WSL_0935,SH,0.7169,1b6f1a6a7f5a,cb13381ba660,my physiotherapist tried to start inappropriate conversation,my landlord tried to start inappropriate conversations repea
test,WSL_0022,SH,WSL_0603,SH,0.6245,d8732b3ba20b,5791f91936e5,my driving instructor forcibly kissed me without my consent.,my physiotherapist forcibly kissed me without my consent.
test,WSL_0460,ST|CA,WSL_0342,ST|CA,0.8344,b00dff74d195,b8f31a6b413a,my ex tracks my location constantly and posted my photos wit,a man i rejected tracks my location constantly and posted my
test,WSL_0277,ST,WSL_0389,ST,0.7569,35b5587ce62c,76b8b6ff368e,a man i matched with on a dating app has been showing up at ,"a classmate has been showing up at every place i go, includi"
test,WSL_0956,WH,WSL_0023,WH,0.8577,73d47663d661,80f2f683d431,my supervisor touched my shoulder inappropriately when alone,my internship supervisor touched my shoulder inappropriately
test,WSL_0386,CA,WSL_0635,CA,0.8452,80625585e0e6,a40edce7b94e,someone is sending death threats through anonymous email.,a man i rejected is sending death threats through anonymous 
test,WSL_0806,ST|CA,WSL_0117,ST|CA,0.7987,0238eabfa8bb,612f2c511569,someone from college waits outside my house daily and posted,a man i rejected waits outside my house daily and posted my 
test,WSL_0344,DV,WSL_0463,DV,0.8987,209518717d87,a4cb30f5197f,my mother-in-law starves me for days as punishment. it happe,my father-in-law starves me for days as punishment. it happe
test,WSL_0770,SH,WSL_0670,SH,0.7162,ea9900ee31c0,8df7ad89d434,a delivery man groped me and disappeared into the crowd.,my neighbor groped me and disappeared into the crowd.
test,WSL_0131,DV,WSL_0755,DV,0.9197,9ed3b9474643,ca24f1341ee7,my mother-in-law refuses to let me leave the house without p,my father-in-law refuses to let me leave the house without p
test,WSL_0872,DV,WSL_0985,DV,0.8101,9fb7a64f11e6,ec4c74cf6043,my husband and his mother keeps demanding more dowry from my,my stepfather keeps demanding more dowry from my parents. th
test,WSL_0088,DV,WSL_0345,DV,0.8599,622a7206cbb7,5f8f6aeba57b,my husband keeps demanding more dowry from my parents. i am ,my brother-in-law keeps demanding more dowry from my parents
test,WSL_0331,SH,WSL_0935,SH,0.6747,1d6b01a36c9e,cb13381ba660,a senior at college tried to start inappropriate conversatio,my landlord tried to start inappropriate conversations repea
test,WSL_0467,CA,WSL_0132,CA,0.8105,020ddbff8cfd,ad5dddbc1273,a man i rejected created a fake dating profile using my pict,someone created a fake dating profile using my pictures.
test,WSL_0122,SH,WSL_0181,SH,0.7831,f06314d25e93,9dbc679f9e09,my physiotherapist forced himself on me despite me saying no,my neighbor forced himself on me despite me saying no clearl
test,WSL_1045,ST,WSL_0085,ST,0.2507,f45787919d90,35081f75e297,a former classmate has been messaging me nonstop for weeks a,a classmate has been parking outside my workplace every even
test,WSL_0861,CA,WSL_0179,CA,0.8311,c12e968d6c78,ae204b24f401,someone created a fake profile using my photos to message my,a stranger online created a fake profile using my photos to 
