id,text,annotations
WSL_0295,A man I rejected on a matrimonial site sits outside my house in his car watching me.,"matrimonial site -> PLATFORM [22,38] | house -> LOCATION [55,60]"
WSL_0536,My husband and his mother refuses to let me leave the house without permission. It has gotten worse in the last few months.,"husband -> PERP_REL [3,10] | house -> LOCATION [54,59] | in the last few months -> TIME_FREQ [100,122]"
WSL_0903,My supervisor shared inappropriate content about me in the team group chat.,"supervisor -> PERP_REL [3,13] | inappropriate content -> EVIDENCE [21,42] | group chat -> PLATFORM [64,74]"
WSL_0200,My ex tracks my location constantly and now sends me threatening messages online.,"constantly -> TIME_FREQ [25,35] | threatening messages -> EVIDENCE [53,73] | online -> PLATFORM [74,80]"
WSL_0592,Someone from college is spreading false rumors about me in group chats.,"college -> LOCATION [13,20] | false rumors about me -> EVIDENCE [34,55] | group chat -> PLATFORM [59,69]"
WSL_0674,My husband's family restricts me from speaking to my friends.,"husband's family -> PERP_REL [3,19]"
WSL_0389,"A classmate has been showing up at every place I go, including work.","classmate -> PERP_REL [2,11] | every place I go, including work -> TIME_FREQ [35,67]"
WSL_0368,Someone I rejected online has started waiting outside my apartment building.,"online -> PLATFORM [19,25] | apartment building -> LOCATION [57,75]"
WSL_1053,"A person claiming to have compromising photos of me has been demanding money to not release them, though I don't recall these photos existing.","compromising photos -> EVIDENCE [26,45]"
WSL_0067,A stranger online tracks my location constantly and posted my photos without consent.,"online -> PLATFORM [11,17] | constantly -> TIME_FREQ [37,47] | posted my photos -> EVIDENCE [52,68]"
WSL_0324,A man I matched with on a dating app keeps appearing uninvited wherever I mention I'll be.,"dating app -> PLATFORM [26,36]"
WSL_0068,A stranger online sends me sexually explicit messages and knows personal details about me.,"online -> PLATFORM [11,17] | sexually explicit messages -> EVIDENCE [27,53]"
WSL_0274,A classmate keeps contacting my family members.,"classmate -> PERP_REL [2,11] | family members -> PERP_REL [32,46]"
WSL_0013,My supervisor makes inappropriate comments about my appearance in front of the entire team.,"supervisor -> PERP_REL [3,13] | inappropriate comments -> EVIDENCE [20,42]"
WSL_0899,My manager touched me without consent and excludes me from meetings when I object.,"manager -> PERP_REL [3,10] | touched me without consent -> EVIDENCE [11,37]"
WSL_0530,My ex-boyfriend keeps contacting my family members.,"ex-boyfriend -> PERP_REL [3,15] | family members -> PERP_REL [36,50]"
WSL_0657,My ex-boyfriend is sending me rape threats through anonymous accounts.,"ex-boyfriend -> PERP_REL [3,15] | rape threats -> EVIDENCE [30,42] | anonymous accounts -> PLATFORM [51,69]"
WSL_0797,A client insists on private one-on-one meetings.,"client -> PERP_REL [2,8]"
WSL_0618,My brother-in-law starves me for days as punishment. It happens almost every week.,"brother-in-law -> PERP_REL [3,17] | starves me for days -> EVIDENCE [18,37] | almost every week -> TIME_FREQ [64,81]"
WSL_0972,My family are trying to evict me illegally with intimidation.,"family -> PERP_REL [3,9]"
WSL_0185,A stranger online recorded me without consent and threatened to post it.,"online -> PLATFORM [11,17] | threatened to post -> EVIDENCE [50,68]"
WSL_1047,I woke up to find that someone had used my old photos to create a fake account and was messaging my relatives pretending to be me.,"relatives -> PERP_REL [100,109]"
WSL_1005,"My in-laws have been pressuring my husband to remarry because my family couldn't meet their dowry demands, and he has started beating me.","in-laws -> PERP_REL [3,10] | husband -> PERP_REL [35,42] | family -> PERP_REL [65,71]"
WSL_0953,Someone I rejected online appears at my gym at the exact same time every day.,"online -> PLATFORM [19,25] | gym -> LOCATION [40,43] | exact same time every day -> TIME_FREQ [51,76]"
WSL_0382,My physiotherapist made sexual comments about me in front of others.,"physiotherapist -> PERP_REL [3,18] | sexual comments -> EVIDENCE [24,39]"
WSL_0309,A man I matched with online is spreading false rumors about me in group chats.,"online -> PLATFORM [21,27] | false rumors about me -> EVIDENCE [41,62] | group chat -> PLATFORM [66,76]"
WSL_0954,My former colleague created a fake dating profile using my pictures.,"former colleague -> PERP_REL [3,19] | fake dating profile -> PLATFORM [30,49]"
WSL_0535,My team lead shared inappropriate content about me in the team group chat.,"team lead -> PERP_REL [3,12] | inappropriate content -> EVIDENCE [20,41] | group chat -> PLATFORM [63,73]"
WSL_0901,A man on the street tried to touch me before I managed to get away.,"street -> LOCATION [13,19] | tried to touch me -> EVIDENCE [20,37]"
WSL_0701,My manager touched my shoulder inappropriately when alone.,"manager -> PERP_REL [3,10] | touched my shoulder inappropriately -> EVIDENCE [11,46]"
WSL_0244,A relative at a family function catcalled and followed me for several blocks.,"relative -> PERP_REL [2,10] | family function -> LOCATION [16,31] | catcalled -> EVIDENCE [32,41] | for several blocks -> TIME_FREQ [58,76]"
WSL_0716,My supervisor threatened a bad review if I didn't meet him outside work.,"supervisor -> PERP_REL [3,13] | work -> LOCATION [67,71]"
WSL_0362,My physiotherapist catcalled and followed me for several blocks.,"physiotherapist -> PERP_REL [3,18] | catcalled -> EVIDENCE [19,28] | for several blocks -> TIME_FREQ [45,63]"
WSL_0003,My landlord made sexual comments about me in front of others.,"landlord -> PERP_REL [3,11] | sexual comments -> EVIDENCE [17,32]"
WSL_1043,I've started taking different routes home because a man has been consistently waiting near my usual path.,"home -> LOCATION [37,41] | consistently -> TIME_FREQ [65,77]"
WSL_0661,My relatives are threatening me over a property dispute.,"relatives -> PERP_REL [3,12]"
WSL_0894,My husband beats me over small household matters.,"husband -> PERP_REL [3,10] | beats me -> EVIDENCE [11,19] | house -> LOCATION [31,36]"
WSL_0828,My neighbor keeps contacting my family members.,"neighbor -> PERP_REL [3,11] | family members -> PERP_REL [32,46]"
WSL_0430,My stepfather restricts me from speaking to my friends. This has been going on for over a year.,"stepfather -> PERP_REL [3,13] | This has been going on for over a year -> TIME_FREQ [56,94]"
WSL_0329,A stranger at the market tried to corner me and touch me against my will.,"market -> LOCATION [18,24] | tried to corner me -> EVIDENCE [25,43]"
WSL_0524,My husband's family beats me over small household matters. This started right after our marriage.,"husband's family -> PERP_REL [3,19] | beats me -> EVIDENCE [20,28] | house -> LOCATION [40,45] | right after our marriage -> TIME_FREQ [72,96]"
WSL_0854,A senior colleague sends me inappropriate messages on our work chat.,"senior colleague -> PERP_REL [2,18] | inappropriate messages -> EVIDENCE [28,50] | work chat -> PLATFORM [58,67]"
WSL_0216,"My ex-boyfriend has been showing up at every place I go, including work.","ex-boyfriend -> PERP_REL [3,15] | every place I go, including work -> TIME_FREQ [39,71]"
WSL_0257,My brother-in-law keeps a knife in the house and threatens me with it.,"brother-in-law -> PERP_REL [3,17] | house -> LOCATION [39,44]"
WSL_0517,My tuition teacher tried to touch me before I managed to get away.,"tuition teacher -> PERP_REL [3,18] | tried to touch me -> EVIDENCE [19,36]"
WSL_0546,A man I don't know has started waiting outside my apartment building.,"apartment building -> LOCATION [50,68]"
WSL_0381,A man on the bus tried to corner me and touch me against my will.,"bus -> LOCATION [13,16] | tried to corner me -> EVIDENCE [17,35]"
WSL_0458,A relative at a family function tried to corner me and touch me against my will.,"relative -> PERP_REL [2,10] | family function -> LOCATION [16,31] | tried to corner me -> EVIDENCE [32,50]"
WSL_0248,My family are threatening me over a property dispute.,"family -> PERP_REL [3,9]"
WSL_1061,"A senior colleague has taken to finding reasons to be alone with me in the office, and I no longer feel safe working late.","senior colleague -> PERP_REL [2,18] | office -> LOCATION [75,81] | work -> LOCATION [109,113]"
WSL_0644,My husband's family refuses to let me leave the house without permission. This has been going on for over a year.,"husband's family -> PERP_REL [3,19] | house -> LOCATION [48,53] | This has been going on for over a year -> TIME_FREQ [74,112]"
WSL_0328,A man on the street forcibly kissed me without my consent.,"street -> LOCATION [13,19] | forcibly kissed me -> EVIDENCE [20,38]"
WSL_0662,My mother-in-law beats me over small household matters. This started right after our marriage.,"mother-in-law -> PERP_REL [3,16] | beats me -> EVIDENCE [17,25] | house -> LOCATION [37,42] | right after our marriage -> TIME_FREQ [69,93]"
WSL_0599,My in-laws restricts me from speaking to my friends.,"in-laws -> PERP_REL [3,10]"
WSL_0353,My mother-in-law took my salary and gives me no money. This started right after our marriage.,"mother-in-law -> PERP_REL [3,16] | took my salary -> EVIDENCE [17,31] | right after our marriage -> TIME_FREQ [68,92]"
WSL_0865,My stepfather beats me over small household matters. It happens almost every week.,"stepfather -> PERP_REL [3,13] | beats me -> EVIDENCE [14,22] | house -> LOCATION [34,39] | almost every week -> TIME_FREQ [64,81]"
WSL_0562,My husband threatens to take away my children if I complain.,"husband -> PERP_REL [3,10]"
WSL_0804,My physiotherapist kept staring and making explicit comments.,"physiotherapist -> PERP_REL [3,18] | explicit comments -> EVIDENCE [43,60]"
WSL_0678,My boss makes sexual jokes directed at me in front of the team.,"boss -> PERP_REL [3,7] | sexual jokes -> EVIDENCE [14,26]"
WSL_0308,My family forced me into an early marriage.,"family -> PERP_REL [3,9]"
WSL_0297,My ex-boyfriend sits outside my house in his car watching me.,"ex-boyfriend -> PERP_REL [3,15] | house -> LOCATION [32,37]"
WSL_1030,I was traveling alone on a train when the man in the next seat kept 'accidentally' touching me throughout the journey.,"train -> LOCATION [27,32] | throughout the journey -> TIME_FREQ [95,117]"
WSL_0981,A vendor at work keeps making comments implying I should be friendlier.,"vendor -> PERP_REL [2,8] | work -> LOCATION [12,16]"
WSL_0459,My manager threatened a bad review if I didn't meet him outside work.,"manager -> PERP_REL [3,10] | work -> LOCATION [64,68]"
WSL_0107,A man at the gym made lewd comments about my body.,"gym -> LOCATION [13,16] | lewd comments -> EVIDENCE [22,35]"
WSL_0656,A senior colleague touched me without consent and excludes me from meetings when I object.,"senior colleague -> PERP_REL [2,18] | touched me without consent -> EVIDENCE [19,45]"
WSL_0056,My mother-in-law hits me whenever he comes home drunk.,"mother-in-law -> PERP_REL [3,16] | hits me -> EVIDENCE [17,24] | home -> LOCATION [43,47]"
WSL_0366,My husband controls all my money and won't let me work. This has been going on for over a year.,"husband -> PERP_REL [3,10] | work -> LOCATION [50,54] | This has been going on for over a year -> TIME_FREQ [56,94]"
WSL_0214,A man I matched with on a dating app sits outside my house in his car watching me.,"dating app -> PLATFORM [26,36] | house -> LOCATION [53,58]"
WSL_0121,A senior executive threatened a bad review if I didn't meet him outside work.,"senior executive -> PERP_REL [2,18] | work -> LOCATION [72,76]"
WSL_0426,My in-laws starves me for days as punishment. It has gotten worse in the last few months.,"in-laws -> PERP_REL [3,10] | starves me for days -> EVIDENCE [11,30] | in the last few months -> TIME_FREQ [66,88]"
WSL_0281,A man I rejected on a matrimonial site found my home address and shows up unannounced.,"matrimonial site -> PLATFORM [22,38] | home -> LOCATION [48,52]"
WSL_0026,My relatives are threatening to harm me over a land dispute.,"relatives -> PERP_REL [3,12]"
WSL_0073,My driving instructor kept staring and making explicit comments.,"driving instructor -> PERP_REL [3,21] | explicit comments -> EVIDENCE [46,63]"
WSL_0940,A man I don't know watches my house through his window constantly.,"house -> LOCATION [30,35] | constantly -> TIME_FREQ [55,65]"
WSL_0045,A classmate left notes on my car every day for two weeks.,"classmate -> PERP_REL [2,11] | notes on my car -> EVIDENCE [17,32] | every day -> TIME_FREQ [33,42] | for two weeks -> TIME_FREQ [43,56]"
WSL_0846,My ex-boyfriend is threatening to leak our private videos.,"ex-boyfriend -> PERP_REL [3,15] | threatening to leak -> EVIDENCE [19,38] | private videos -> EVIDENCE [43,57]"
WSL_0916,My landlord kept staring and making explicit comments.,"landlord -> PERP_REL [3,11] | explicit comments -> EVIDENCE [36,53]"
WSL_0290,My husband's family hit me with a belt over a small disagreement. I am scared to go home most days now.,"husband's family -> PERP_REL [3,19] | hit me with a belt -> EVIDENCE [20,38] | home -> LOCATION [84,88] | most days -> TIME_FREQ [89,98]"
WSL_0690,My husband and his mother does not let me contact my family. It happens almost every week.,"husband -> PERP_REL [3,10] | family -> PERP_REL [53,59] | almost every week -> TIME_FREQ [72,89]"
WSL_0414,My ex-boyfriend keeps appearing uninvited wherever I mention I'll be.,"ex-boyfriend -> PERP_REL [3,15]"
WSL_0425,A rickshaw driver forced himself on me despite me saying no clearly.,"rickshaw driver -> PERP_REL [2,17] | forced himself on me -> EVIDENCE [18,38]"
WSL_1039,"I noticed the same car following me for the third time this week, and I'm becoming increasingly afraid to go out alone.","for the third time this week -> TIME_FREQ [36,64]"
WSL_0495,An anonymous account morphed my photos and circulated them in a group chat.,"morphed my photos -> EVIDENCE [21,38] | group chat -> PLATFORM [64,74]"
WSL_0747,My landlord forced himself on me despite me saying no clearly.,"landlord -> PERP_REL [3,11] | forced himself on me -> EVIDENCE [12,32]"
WSL_0505,My mother-in-law forced me to sign over my property documents. I am scared to go home most days now.,"mother-in-law -> PERP_REL [3,16] | property documents -> EVIDENCE [43,61] | home -> LOCATION [81,85] | most days -> TIME_FREQ [86,95]"
WSL_0746,A classmate sits outside my house in his car watching me.,"classmate -> PERP_REL [2,11] | house -> LOCATION [28,33]"
WSL_0372,My internship supervisor makes sexual jokes directed at me in front of the team.,"internship supervisor -> PERP_REL [3,24] | sexual jokes -> EVIDENCE [31,43]"
WSL_1076,"My family arranged a marriage without my consent, and I am being pressured with threats to comply despite my objections.","family -> PERP_REL [3,9]"
WSL_0405,A man on the bus touched my hand inappropriately during a session.,"bus -> LOCATION [13,16] | touched my hand inappropriately -> EVIDENCE [17,48]"
WSL_0061,My husband's family drags me by the hair whenever dinner is late. It has gotten worse in the last few months.,"husband's family -> PERP_REL [3,19] | in the last few months -> TIME_FREQ [86,108]"
WSL_0597,A local group are threatening honor-based violence over my marriage choice.,"local group -> PERP_REL [2,13]"
WSL_0093,My husband's family keeps demanding more dowry from my parents. It has gotten worse in the last few months.,"husband's family -> PERP_REL [3,19] | parents -> PERP_REL [55,62] | in the last few months -> TIME_FREQ [84,106]"
WSL_0881,A stranger online keeps following me everywhere I go and posted my photos without consent.,"online -> PLATFORM [11,17] | posted my photos -> EVIDENCE [57,73]"
WSL_0941,My tuition teacher catcalled and followed me for several blocks.,"tuition teacher -> PERP_REL [3,18] | catcalled -> EVIDENCE [19,28] | for several blocks -> TIME_FREQ [45,63]"
WSL_0755,My father-in-law refuses to let me leave the house without permission. It happens almost every week.,"father-in-law -> PERP_REL [3,16] | house -> LOCATION [45,50] | almost every week -> TIME_FREQ [82,99]"
WSL_0293,My brother-in-law verbally abuses me daily in front of relatives. This started right after our marriage.,"brother-in-law -> PERP_REL [3,17] | bus -> LOCATION [28,31] | daily -> TIME_FREQ [37,42] | relatives -> PERP_REL [55,64] | right after our marriage -> TIME_FREQ [79,103]"
WSL_0406,A guest at a party made sexual comments about me in front of others.,"party -> LOCATION [13,18] | sexual comments -> EVIDENCE [24,39]"
WSL_0332,A vendor at work denied me a raise after I rejected his advances.,"vendor -> PERP_REL [2,8] | work -> LOCATION [12,16]"
WSL_0183,My mother-in-law slaps me in front of the children.,"mother-in-law -> PERP_REL [3,16] | slaps me -> EVIDENCE [17,25]"
WSL_0527,A classmate keeps appearing uninvited wherever I mention I'll be.,"classmate -> PERP_REL [2,11]"
WSL_0410,My neighbor keeps messaging me obsessively despite being blocked.,"neighbor -> PERP_REL [3,11] | obsessively -> TIME_FREQ [31,42]"
WSL_0111,My husband forced me to quit my job.,"husband -> PERP_REL [3,10]"
WSL_0966,A man I matched with online is sending death threats through anonymous email.,"online -> PLATFORM [21,27] | death threats -> EVIDENCE [39,52] | anonymous email -> PLATFORM [61,76]"
WSL_0623,A stranger online tracks my location constantly and now sends me threatening messages online.,"online -> PLATFORM [11,17] | constantly -> TIME_FREQ [37,47] | threatening messages -> EVIDENCE [65,85] | online -> PLATFORM [86,92]"
WSL_0595,A man on the street groped me and disappeared into the crowd.,"street -> LOCATION [13,19] | groped me -> EVIDENCE [20,29] | crowd -> LOCATION [55,60]"
WSL_0465,My husband and his mother took my salary and gives me no money. This started right after our marriage.,"husband -> PERP_REL [3,10] | took my salary -> EVIDENCE [26,40] | right after our marriage -> TIME_FREQ [77,101]"
WSL_0998,Someone morphed my photos and circulated them in a group chat.,"morphed my photos -> EVIDENCE [8,25] | group chat -> PLATFORM [51,61]"
WSL_0859,My husband and his mother threatened to kill me if I told my parents. This has been going on for over a year.,"husband -> PERP_REL [3,10] | threatened to kill me -> EVIDENCE [26,47] | parents -> PERP_REL [61,68] | This has been going on for over a year -> TIME_FREQ [70,108]"
WSL_0262,A vendor at work hinted that my promotion depends on personal favors.,"vendor -> PERP_REL [2,8] | work -> LOCATION [12,16]"
WSL_0333,My stepfather pushes and shoves me during every argument. I am scared to go home most days now.,"stepfather -> PERP_REL [3,13] | pushes and shoves me -> EVIDENCE [14,34] | every argument -> TIME_FREQ [42,56] | home -> LOCATION [76,80] | most days -> TIME_FREQ [81,90]"
WSL_0533,A man on the bus forcibly kissed me without my consent.,"bus -> LOCATION [13,16] | forcibly kissed me -> EVIDENCE [17,35]"
WSL_0549,My relatives forced me into an early marriage.,"relatives -> PERP_REL [3,12]"
WSL_0843,My manager makes inappropriate comments about my appearance in front of the entire team.,"manager -> PERP_REL [3,10] | inappropriate comments -> EVIDENCE [17,39]"
WSL_0138,My landlord made suggestive comments while collecting money.,"landlord -> PERP_REL [3,11] | suggestive comments -> EVIDENCE [17,36]"
WSL_0579,An anonymous account sent me obscene images repeatedly despite me blocking multiple accounts.,"obscene images -> EVIDENCE [29,43] | repeatedly -> TIME_FREQ [44,54]"
WSL_0715,My partner hits me regularly and threatened to post my private photos online.,"partner -> PERP_REL [3,10] | hits me -> EVIDENCE [11,18] | regularly -> TIME_FREQ [19,28] | threatened to post -> EVIDENCE [33,51] | private photos -> EVIDENCE [55,69] | online -> PLATFORM [70,76]"
WSL_0867,A coworker keeps commenting on my appearance during meetings.,"coworker -> PERP_REL [2,10]"
WSL_0985,My stepfather keeps demanding more dowry from my parents. This started right after our marriage.,"stepfather -> PERP_REL [3,13] | parents -> PERP_REL [49,56] | right after our marriage -> TIME_FREQ [71,95]"
WSL_0965,My husband's family slaps me in front of the children. This has been going on for over a year.,"husband's family -> PERP_REL [3,19] | slaps me -> EVIDENCE [20,28] | This has been going on for over a year -> TIME_FREQ [55,93]"
WSL_0622,My supervisor cornered me in the pantry inappropriately.,"supervisor -> PERP_REL [3,13] | cornered me -> EVIDENCE [14,25] | pantry -> LOCATION [33,39]"
WSL_0030,A man on the street tried to corner me and touch me against my will.,"street -> LOCATION [13,19] | tried to corner me -> EVIDENCE [20,38]"
WSL_0166,A client makes sexual jokes directed at me in front of the team.,"client -> PERP_REL [2,8] | sexual jokes -> EVIDENCE [15,27]"
WSL_0249,My tuition teacher forcibly kissed me without my consent.,"tuition teacher -> PERP_REL [3,18] | forcibly kissed me -> EVIDENCE [19,37]"
WSL_0876,My boss keeps making comments implying I should be friendlier.,"boss -> PERP_REL [3,7]"
WSL_0355,Someone from college tracks my location constantly and now sends me threatening messages online.,"college -> LOCATION [13,20] | constantly -> TIME_FREQ [40,50] | threatening messages -> EVIDENCE [68,88] | online -> PLATFORM [89,95]"
WSL_0983,A senior executive cornered me in the pantry inappropriately.,"senior executive -> PERP_REL [2,18] | cornered me -> EVIDENCE [19,30] | pantry -> LOCATION [38,44]"
WSL_0738,A man I rejected on a matrimonial site follows my car every day on my commute.,"matrimonial site -> PLATFORM [22,38] | every day -> TIME_FREQ [54,63]"
WSL_0433,A man from my building follows my car every day on my commute.,"building -> LOCATION [14,22] | every day -> TIME_FREQ [38,47]"
WSL_0757,My manager keeps making sexual jokes and excludes me from meetings when I object.,"manager -> PERP_REL [3,10] | sexual jokes -> EVIDENCE [24,36]"
WSL_0650,My husband and his mother controls all my money and won't let me work. This has been going on for over a year.,"husband -> PERP_REL [3,10] | work -> LOCATION [65,69] | This has been going on for over a year -> TIME_FREQ [71,109]"
WSL_0709,A man from my building tracks my location through mutual friends.,"building -> LOCATION [14,22]"
WSL_0066,My ex-boyfriend is threatening to leak my chats unless I pay money.,"ex-boyfriend -> PERP_REL [3,15] | threatening to leak -> EVIDENCE [19,38] | chats -> PLATFORM [42,47]"
WSL_0884,My husband and his mother humiliates me in front of guests every time they visit. It has gotten worse in the last few months.,"husband -> PERP_REL [3,10] | every time -> TIME_FREQ [59,69] | in the last few months -> TIME_FREQ [102,124]"
WSL_0955,A man I matched with on a dating app waits outside my house every morning.,"dating app -> PLATFORM [26,36] | house -> LOCATION [54,59] | every morning -> TIME_FREQ [60,73]"
WSL_0993,My husband locked me inside the house for days. It happens almost every week.,"husband -> PERP_REL [3,10] | locked me inside the house -> EVIDENCE [11,37] | for days -> TIME_FREQ [38,46] | almost every week -> TIME_FREQ [59,76]"
WSL_0255,My team lead keeps making sexual jokes in front of the entire team.,"team lead -> PERP_REL [3,12] | sexual jokes -> EVIDENCE [26,38]"
WSL_0772,My father-in-law grabbed me by the hair and hit my head against the wall. I am scared to go home most days now.,"father-in-law -> PERP_REL [3,16] | grabbed me by the hair -> EVIDENCE [17,39] | hit my head against the wall -> EVIDENCE [44,72] | home -> LOCATION [92,96] | most days -> TIME_FREQ [97,106]"
WSL_0313,My in-laws pushes and shoves me during every argument. I am scared to go home most days now.,"in-laws -> PERP_REL [3,10] | pushes and shoves me -> EVIDENCE [11,31] | every argument -> TIME_FREQ [39,53] | home -> LOCATION [73,77] | most days -> TIME_FREQ [78,87]"
WSL_0449,My supervisor excludes me from meetings since I rejected his advances.,"supervisor -> PERP_REL [3,13]"
WSL_0222,My team lead touched me without consent and threatens my job when I complain.,"team lead -> PERP_REL [3,12] | touched me without consent -> EVIDENCE [13,39]"
WSL_0236,My neighbor made suggestive comments while collecting money.,"neighbor -> PERP_REL [3,11] | suggestive comments -> EVIDENCE [17,36]"
WSL_0571,A man I rejected is posting fake defamatory comments about me publicly.,"fake defamatory comments -> EVIDENCE [28,52]"
WSL_0585,A former colleague has started waiting outside my apartment building.,"former colleague -> PERP_REL [2,18] | apartment building -> LOCATION [50,68]"
WSL_0306,A man I rejected on a matrimonial site keeps calling me from different numbers.,"matrimonial site -> PLATFORM [22,38]"
WSL_0785,My supervisor keeps making sexual jokes and excludes me from meetings when I object.,"supervisor -> PERP_REL [3,13] | sexual jokes -> EVIDENCE [27,39]"
WSL_0631,My manager cornered me in the pantry inappropriately.,"manager -> PERP_REL [3,10] | cornered me -> EVIDENCE [11,22] | pantry -> LOCATION [30,36]"
WSL_1033,"I confronted a man who was staring inappropriately at me in a cafe, and he responded by following me outside.",NONE
WSL_0250,My physiotherapist groped me and disappeared into the crowd.,"physiotherapist -> PERP_REL [3,18] | groped me -> EVIDENCE [19,28] | crowd -> LOCATION [54,59]"
WSL_0957,My brother-in-law beats me over small household matters. It happens almost every week.,"brother-in-law -> PERP_REL [3,17] | beats me -> EVIDENCE [18,26] | house -> LOCATION [38,43] | almost every week -> TIME_FREQ [68,85]"
WSL_0883,My father-in-law drags me by the hair whenever dinner is late.,"father-in-law -> PERP_REL [3,16]"
WSL_0072,My brother-in-law slaps me in front of the children. I am scared to go home most days now.,"brother-in-law -> PERP_REL [3,17] | slaps me -> EVIDENCE [18,26] | home -> LOCATION [71,75] | most days -> TIME_FREQ [76,85]"
WSL_0095,My landlord's men are threatening honor-based violence over my marriage choice.,"landlord -> PERP_REL [3,11]"
WSL_0034,My team lead touched my shoulder inappropriately when alone.,"team lead -> PERP_REL [3,12] | touched my shoulder inappropriately -> EVIDENCE [13,48]"
WSL_0695,A delivery man made lewd comments about my body.,"delivery man -> PERP_REL [2,14] | lewd comments -> EVIDENCE [20,33]"
WSL_0260,My stepfather humiliates me in front of guests every time they visit. It has gotten worse in the last few months.,"stepfather -> PERP_REL [3,13] | every time -> TIME_FREQ [47,57] | in the last few months -> TIME_FREQ [90,112]"
WSL_0205,My husband does not let me contact my family. It has gotten worse in the last few months.,"husband -> PERP_REL [3,10] | family -> PERP_REL [38,44] | in the last few months -> TIME_FREQ [66,88]"
WSL_0441,An anonymous account sends me sexually explicit messages and also threatened to find where I live.,"sexually explicit messages -> EVIDENCE [30,56] | threatened to find where I live -> EVIDENCE [66,97]"
WSL_0668,My ex-partner leaked my private photos online.,"ex-partner -> PERP_REL [3,13] | leaked my private photos -> EVIDENCE [14,38] | online -> PLATFORM [39,45]"
WSL_0742,A vendor at work made inappropriate physical contact during training.,"vendor -> PERP_REL [2,8] | work -> LOCATION [12,16] | made inappropriate physical contact -> EVIDENCE [17,52] | train -> LOCATION [60,65]"
WSL_0078,A senior colleague cornered me in the pantry inappropriately.,"senior colleague -> PERP_REL [2,18] | cornered me -> EVIDENCE [19,30] | pantry -> LOCATION [38,44]"
WSL_0085,A classmate has been parking outside my workplace every evening.,"classmate -> PERP_REL [2,11] | workplace -> LOCATION [40,49] | every evening -> TIME_FREQ [50,63]"
WSL_0391,An anonymous account sent me obscene images repeatedly and knows personal details about me.,"obscene images -> EVIDENCE [29,43] | repeatedly -> TIME_FREQ [44,54]"
WSL_0083,My physiotherapist made suggestive comments while collecting money.,"physiotherapist -> PERP_REL [3,18] | suggestive comments -> EVIDENCE [24,43]"
WSL_0589,My brother-in-law controls all my money and won't let me work.,"brother-in-law -> PERP_REL [3,17] | work -> LOCATION [57,61]"
WSL_0591,"A former colleague has been showing up at every place I go, including work.","former colleague -> PERP_REL [2,18] | every place I go, including work -> TIME_FREQ [42,74]"
WSL_0781,A coworker excludes me from meetings since I rejected his advances.,"coworker -> PERP_REL [2,10]"
WSL_0602,My family are threatening honor-based violence over my marriage choice.,"family -> PERP_REL [3,9]"
WSL_0848,My in-laws threatens to throw me out of the house. This has been going on for over a year.,"in-laws -> PERP_REL [3,10] | house -> LOCATION [44,49] | This has been going on for over a year -> TIME_FREQ [51,89]"
WSL_0519,My in-laws drags me by the hair whenever dinner is late. It happens almost every week.,"in-laws -> PERP_REL [3,10] | almost every week -> TIME_FREQ [68,85]"
WSL_0588,My physiotherapist made lewd comments about my body.,"physiotherapist -> PERP_REL [3,18] | lewd comments -> EVIDENCE [24,37]"
WSL_0006,My boss made inappropriate physical contact during training.,"boss -> PERP_REL [3,7] | made inappropriate physical contact -> EVIDENCE [8,43] | train -> LOCATION [51,56]"
WSL_0311,An anonymous account is sending death threats through anonymous email.,"death threats -> EVIDENCE [32,45] | anonymous email -> PLATFORM [54,69]"
WSL_0532,A coworker threatened a bad review if I didn't meet him outside work.,"coworker -> PERP_REL [2,10] | work -> LOCATION [64,68]"
WSL_0105,My supervisor keeps making sexual jokes and threatens my job when I complain.,"supervisor -> PERP_REL [3,13] | sexual jokes -> EVIDENCE [27,39]"
WSL_0098,A man I matched with on a dating app tracks my location through mutual friends.,"dating app -> PLATFORM [26,36]"
WSL_0939,My landlord's men ostracized my family after I filed a complaint.,"landlord -> PERP_REL [3,11] | family -> PERP_REL [32,38]"
WSL_0502,A man at the gym tried to touch me before I managed to get away.,"gym -> LOCATION [13,16] | tried to touch me -> EVIDENCE [17,34]"
WSL_0315,A senior at college exposed himself to me in public.,"college -> LOCATION [12,19] | exposed himself -> EVIDENCE [20,35]"
WSL_0491,My driving instructor tried to touch me before I managed to get away.,"driving instructor -> PERP_REL [3,21] | tried to touch me -> EVIDENCE [22,39]"
WSL_0984,A man I rejected keeps following me everywhere I go and posted my photos without consent.,"posted my photos -> EVIDENCE [56,72]"
WSL_1001,I have been married for three years and my husband beats me almost every time he loses his temper.,"husband -> PERP_REL [43,50] | beats me -> EVIDENCE [51,59] | every time -> TIME_FREQ [67,77]"
WSL_0282,My brother-in-law broke my arm last year during a fight. This has been going on for over a year.,"brother-in-law -> PERP_REL [3,17] | broke my arm -> EVIDENCE [18,30] | last year -> TIME_FREQ [31,40] | This has been going on for over a year -> TIME_FREQ [57,95]"
WSL_1029,A man followed me into a quiet street after I left a shop and tried to grab my arm before I ran away.,"street -> LOCATION [31,37] | shop -> LOCATION [53,57] | tried to grab my arm -> EVIDENCE [62,82]"
WSL_0267,A former colleague keeps contacting my family members.,"former colleague -> PERP_REL [2,18] | family members -> PERP_REL [39,53]"
