id,narrative_text,DV,SH,ST,CA,WH,OV,ipc_bns_section,evidence_notes,source,label_vector,active_labels
WSL_0569,My ex-boyfriend keeps sending me threatening messages after I stopped replying.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0508,A relative at a family function groped me and disappeared into the crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_1031,My apartment complex's plumber made an inappropriate comment about my appearance and refused to leave when I asked him to.,0,1,0,0,0,0,509 IPC,diverse narrative style,Synthetic-Diverse,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0429,A man I matched with online morphed my photos and circulated them in a group chat.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0705,My landlord's men are pressuring me into a marriage I don't want.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_0271,A senior at college tried to touch me before I managed to get away.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0261,My husband and his mother broke my arm last year during a fight. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0887,A local group tried to forcibly take me away from a public place.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_0446,A rickshaw driver tried to start inappropriate conversations repeatedly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0079,My ex-boyfriend leaked my private photos online.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0821,My manager touched me without consent in front of the entire team.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template,"[0, 1, 0, 0, 1, 0]","['SH', 'WH']"
WSL_0815,My stepfather threatened to kill me if I told my parents.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0905,My neighbor catcalled and followed me for several blocks.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0175,My husband pushed me down the stairs during a fight. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0238,My internship supervisor denied me a raise after I rejected his advances.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0040,A man from my building keeps appearing uninvited wherever I mention I'll be.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0031,A rickshaw driver touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0786,A former colleague left notes on my car every day for two weeks.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0137,My team lead threatened a bad review if I didn't meet him outside work.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0055,My stepfather slaps me in front of the children. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0784,A senior colleague keeps making sexual jokes in front of the entire team.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template,"[0, 1, 0, 0, 1, 0]","['SH', 'WH']"
WSL_0278,A senior at college forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0719,My in-laws hit me with a belt over a small disagreement. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0923,My former colleague morphed my photos and circulated them in a group chat.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0352,A senior colleague touched my shoulder inappropriately when alone.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0245,My supervisor sends me inappropriate messages on our work chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0004,A former colleague waits outside my house every morning.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0440,A stranger online is threatening to leak my chats unless I pay money.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0528,A senior executive hinted that my promotion depends on personal favors.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_1056,Someone recorded a video call with me without my consent and has been threatening to circulate it among my colleagues.,0,0,0,1,0,0,66E IT Act,diverse narrative style,Synthetic-Diverse,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0694,My father-in-law keeps a knife in the house and threatens me with it. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0833,My neighbor pressed himself against me deliberately in a crowd.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0319,My internship supervisor sends me inappropriate messages on our work chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_1016,"Three months into my marriage, my husband already started controlling every aspect of my life and becomes physically aggressive if I object.",1,0,0,0,0,0,498A IPC / DV Act Sec 3,diverse narrative style,Synthetic-Diverse,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0059,"A man from my building has been showing up at every place I go, including work.",0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0064,A guest at a party kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0300,My neighbor kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0351,A stranger online keeps sending me abusive explicit messages.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0101,A man in the metro made sexual comments about me in front of others.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0169,A client hinted that my promotion depends on personal favors.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0523,A stranger online morphed my photos and circulated them in a group chat.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0343,A man I matched with on a dating app left notes on my car every day for two weeks.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0295,A man I rejected on a matrimonial site sits outside my house in his car watching me.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0536,My husband and his mother refuses to let me leave the house without permission. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0903,My supervisor shared inappropriate content about me in the team group chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0200,My ex tracks my location constantly and now sends me threatening messages online.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template,"[0, 0, 1, 1, 0, 0]","['ST', 'CA']"
WSL_0592,Someone from college is spreading false rumors about me in group chats.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0674,My husband's family restricts me from speaking to my friends.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0389,"A classmate has been showing up at every place I go, including work.",0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0368,Someone I rejected online has started waiting outside my apartment building.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_1053,"A person claiming to have compromising photos of me has been demanding money to not release them, though I don't recall these photos existing.",0,0,0,1,0,0,IT Act Sec 66 / 385 IPC,diverse narrative style,Synthetic-Diverse,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0067,A stranger online tracks my location constantly and posted my photos without consent.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template,"[0, 0, 1, 1, 0, 0]","['ST', 'CA']"
WSL_0324,A man I matched with on a dating app keeps appearing uninvited wherever I mention I'll be.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0068,A stranger online sends me sexually explicit messages and knows personal details about me.,0,1,0,1,0,0,509 IPC / IT Act Sec 67,combined SH and CA,Synthetic-Template,"[0, 1, 0, 1, 0, 0]","['SH', 'CA']"
WSL_0274,A classmate keeps contacting my family members.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0013,My supervisor makes inappropriate comments about my appearance in front of the entire team.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template,"[0, 1, 0, 0, 1, 0]","['SH', 'WH']"
WSL_0899,My manager touched me without consent and excludes me from meetings when I object.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template,"[0, 1, 0, 0, 1, 0]","['SH', 'WH']"
WSL_0530,My ex-boyfriend keeps contacting my family members.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0657,My ex-boyfriend is sending me rape threats through anonymous accounts.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0797,A client insists on private one-on-one meetings.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0618,My brother-in-law starves me for days as punishment. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0972,My family are trying to evict me illegally with intimidation.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_0185,A stranger online recorded me without consent and threatened to post it.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_1047,I woke up to find that someone had used my old photos to create a fake account and was messaging my relatives pretending to be me.,0,0,0,1,0,0,66E IT Act,diverse narrative style,Synthetic-Diverse,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_1005,"My in-laws have been pressuring my husband to remarry because my family couldn't meet their dowry demands, and he has started beating me.",1,0,0,0,0,0,Dowry Prohibition Act,diverse narrative style,Synthetic-Diverse,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0953,Someone I rejected online appears at my gym at the exact same time every day.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0382,My physiotherapist made sexual comments about me in front of others.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0309,A man I matched with online is spreading false rumors about me in group chats.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0954,My former colleague created a fake dating profile using my pictures.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0535,My team lead shared inappropriate content about me in the team group chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0901,A man on the street tried to touch me before I managed to get away.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0701,My manager touched my shoulder inappropriately when alone.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0244,A relative at a family function catcalled and followed me for several blocks.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0716,My supervisor threatened a bad review if I didn't meet him outside work.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0362,My physiotherapist catcalled and followed me for several blocks.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0003,My landlord made sexual comments about me in front of others.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_1043,I've started taking different routes home because a man has been consistently waiting near my usual path.,0,0,1,0,0,0,354D IPC,diverse narrative style,Synthetic-Diverse,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0661,My relatives are threatening me over a property dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_0894,My husband beats me over small household matters.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0828,My neighbor keeps contacting my family members.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0430,My stepfather restricts me from speaking to my friends. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0329,A stranger at the market tried to corner me and touch me against my will.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0524,My husband's family beats me over small household matters. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0854,A senior colleague sends me inappropriate messages on our work chat.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0216,"My ex-boyfriend has been showing up at every place I go, including work.",0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0257,My brother-in-law keeps a knife in the house and threatens me with it.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0517,My tuition teacher tried to touch me before I managed to get away.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0546,A man I don't know has started waiting outside my apartment building.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0381,A man on the bus tried to corner me and touch me against my will.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0458,A relative at a family function tried to corner me and touch me against my will.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0248,My family are threatening me over a property dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_1061,"A senior colleague has taken to finding reasons to be alone with me in the office, and I no longer feel safe working late.",0,0,0,0,1,0,POSH Act Sec 2n,diverse narrative style,Synthetic-Diverse,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0644,My husband's family refuses to let me leave the house without permission. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0328,A man on the street forcibly kissed me without my consent.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0662,My mother-in-law beats me over small household matters. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0599,My in-laws restricts me from speaking to my friends.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0353,My mother-in-law took my salary and gives me no money. This started right after our marriage.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0865,My stepfather beats me over small household matters. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0562,My husband threatens to take away my children if I complain.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0804,My physiotherapist kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0678,My boss makes sexual jokes directed at me in front of the team.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0308,My family forced me into an early marriage.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_0297,My ex-boyfriend sits outside my house in his car watching me.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_1030,I was traveling alone on a train when the man in the next seat kept 'accidentally' touching me throughout the journey.,0,1,0,0,0,0,354 IPC,diverse narrative style,Synthetic-Diverse,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0981,A vendor at work keeps making comments implying I should be friendlier.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0459,My manager threatened a bad review if I didn't meet him outside work.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0107,A man at the gym made lewd comments about my body.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0656,A senior colleague touched me without consent and excludes me from meetings when I object.,0,1,0,0,1,0,354A IPC / POSH Act,combined SH and WH,Synthetic-Template,"[0, 1, 0, 0, 1, 0]","['SH', 'WH']"
WSL_0056,My mother-in-law hits me whenever he comes home drunk.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0366,My husband controls all my money and won't let me work. This has been going on for over a year.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0214,A man I matched with on a dating app sits outside my house in his car watching me.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0121,A senior executive threatened a bad review if I didn't meet him outside work.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_0426,My in-laws starves me for days as punishment. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0281,A man I rejected on a matrimonial site found my home address and shows up unannounced.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0026,My relatives are threatening to harm me over a land dispute.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_0073,My driving instructor kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0940,A man I don't know watches my house through his window constantly.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0045,A classmate left notes on my car every day for two weeks.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0846,My ex-boyfriend is threatening to leak our private videos.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0916,My landlord kept staring and making explicit comments.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0290,My husband's family hit me with a belt over a small disagreement. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0690,My husband and his mother does not let me contact my family. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0414,My ex-boyfriend keeps appearing uninvited wherever I mention I'll be.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0425,A rickshaw driver forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_1039,"I noticed the same car following me for the third time this week, and I'm becoming increasingly afraid to go out alone.",0,0,1,0,0,0,354D IPC,diverse narrative style,Synthetic-Diverse,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0495,An anonymous account morphed my photos and circulated them in a group chat.,0,0,0,1,0,0,66E IT Act / 77 BNS,digital harassment/privacy violation,Synthetic-Template,"[0, 0, 0, 1, 0, 0]",['CA']
WSL_0747,My landlord forced himself on me despite me saying no clearly.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0505,My mother-in-law forced me to sign over my property documents. I am scared to go home most days now.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0746,A classmate sits outside my house in his car watching me.,0,0,1,0,0,0,354D IPC / 78 BNS,repeated unwanted contact/presence,Synthetic-Template,"[0, 0, 1, 0, 0, 0]",['ST']
WSL_0372,My internship supervisor makes sexual jokes directed at me in front of the team.,0,0,0,0,1,0,POSH Act Sec 2n,workplace harassment pattern,Synthetic-Template,"[0, 0, 0, 0, 1, 0]",['WH']
WSL_1076,"My family arranged a marriage without my consent, and I am being pressured with threats to comply despite my objections.",0,0,0,0,0,1,Prohibition of Child Marriage Act,diverse narrative style,Synthetic-Diverse,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_0405,A man on the bus touched my hand inappropriately during a session.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0061,My husband's family drags me by the hair whenever dinner is late. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0597,A local group are threatening honor-based violence over my marriage choice.,0,0,0,0,0,1,"Case-specific, not clearly mapped",requires further context,Synthetic-Template,"[0, 0, 0, 0, 0, 1]",['OV']
WSL_0093,My husband's family keeps demanding more dowry from my parents. It has gotten worse in the last few months.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
WSL_0881,A stranger online keeps following me everywhere I go and posted my photos without consent.,0,0,1,1,0,0,354D IPC / IT Act,combined ST and CA,Synthetic-Template,"[0, 0, 1, 1, 0, 0]","['ST', 'CA']"
WSL_0941,My tuition teacher catcalled and followed me for several blocks.,0,1,0,0,0,0,354 IPC / 74 BNS,public/private harassment incident,Synthetic-Template,"[0, 1, 0, 0, 0, 0]",['SH']
WSL_0755,My father-in-law refuses to let me leave the house without permission. It happens almost every week.,1,0,0,0,0,0,498A IPC / 85 BNS,physical/verbal abuse pattern,Synthetic-Template,"[1, 0, 0, 0, 0, 0]",['DV']
